0	0.005031
1	0.000201
2	0.000341
3	0.000288
4	0.000432
5	0.000158
6	0.000787
7	0.000412
8	0.000935
9	0.000719
10	0.000806
11	0.001410
12	0.000595
13	0.001525
14	0.000724
15	0.000513
16	0.000619
17	0.000561
18	0.000954
19	0.000456
20	0.000719
21	0.000686
22	0.000504
23	0.000556
24	0.000652
25	0.000580
26	0.000921
27	0.000379
28	0.000532
29	0.000763
30	0.000686
31	0.000446
32	0.000412
33	0.001165
34	0.000307
35	0.000633
36	0.000686
37	0.000686
38	0.000811
39	0.000835
40	0.001180
41	0.000724
42	0.000849
43	0.000566
44	0.000767
45	0.001055
46	0.001055
47	0.000729
48	0.001036
49	0.001415
50	0.000686
51	0.000887
52	0.001137
53	0.001357
54	0.000897
55	0.001103
56	0.001981
57	0.000858
58	0.000993
59	0.001655
60	0.000887
61	0.001305
62	0.001141
63	0.001659
64	0.000964
65	0.000964
66	0.001233
67	0.001305
68	0.000993
69	0.000921
70	0.001516
71	0.000806
72	0.001089
73	0.000705
74	0.001731
75	0.000623
76	0.000926
77	0.000734
78	0.001305
79	0.000964
80	0.001122
81	0.001266
82	0.001305
83	0.001031
84	0.000964
85	0.001352
86	0.001213
87	0.001204
88	0.001376
89	0.001938
90	0.001717
91	0.001952
92	0.001986
93	0.003645
94	0.002882
95	0.004014
96	0.005875
97	0.006791
98	0.009563
99	0.011649
100	0.013827
101	0.016043
102	0.018335
103	0.019875
104	0.021352
105	0.021774
106	0.021366
107	0.023352
108	0.022038
109	0.022277
110	0.023313
111	0.020853
112	0.021035
113	0.020911
114	0.019280
115	0.018445
116	0.016210
117	0.016019
118	0.015486
119	0.013141
120	0.013088
121	0.011338
122	0.010666
123	0.010057
124	0.008935
125	0.008532
126	0.007664
127	0.007021
128	0.006345
129	0.006077
130	0.005861
131	0.005132
132	0.005367
133	0.004729
134	0.004489
135	0.004695
136	0.003894
137	0.003420
138	0.003592
139	0.003324
140	0.003703
141	0.003381
142	0.003295
143	0.003597
144	0.003453
145	0.002767
146	0.003041
147	0.002734
148	0.003103
149	0.002710
150	0.002858
151	0.002715
152	0.002451
153	0.002158
154	0.001741
155	0.001851
156	0.001813
157	0.001755
158	0.001319
159	0.001252
160	0.001237
161	0.000993
162	0.000791
163	0.000892
164	0.000763
165	0.000700
166	0.000782
167	0.000945
168	0.001688
169	0.001779
170	0.001707
171	0.001971
172	0.001252
173	0.001420
174	0.001352
175	0.002216
176	0.003885
177	0.008700
178	0.014911
179	0.033745
180	0.023692
181	0.023702
182	0.007856
183	0.005237
184	0.004902
185	0.003870
186	0.003165
187	0.003372
188	0.110327
189	0.002643
190	0.003539
191	0.002580
192	0.001290
193	0.002005
194	0.000787
195	0.004873
196	0.003722
197	0.001942
198	0.001448
199	0.000326
200	0.000163
201	0.000005
202	0.000000
203	0.000000
204	0.000000
205	0.000000
206	0.000000
207	0.000000
208	0.000000
209	0.000000
210	0.000000
211	0.000000
212	0.000000
213	0.000000
214	0.000000
215	0.000000
216	0.000000
217	0.000000
218	0.000000
219	0.000000
220	0.000000
221	0.000000
222	0.000000
223	0.000000
224	0.000000
225	0.000000
226	0.000000
227	0.000000
228	0.000000
229	0.000000
230	0.000000
231	0.000000
232	0.000000
233	0.000000
234	0.000000
235	0.000000
236	0.000000
237	0.000000
238	0.000000
239	0.000000
240	0.000000
241	0.000000
242	0.000000
243	0.000000
244	0.000000
245	0.000000
246	0.000000
247	0.000000
248	0.000000
249	0.000000
250	0.000000
251	0.000000
252	0.000000
253	0.000000
254	0.000000
255	0.000000
